object file;KBDB_SOCK_UPD;KWLEF.statNPD;CheckResourceHandling;statNPD;TaintedString.ABV_NNTS;KBDB_SOCK_UPD_KB;RNC;KWLEF.generated kb dump;RegistryManipulation;LA_UNUSED;NPD;REPCXX.prep_and_parser;TaintedIntWarnings;TaintedString;clef.kbDump;TaintedStringKB;mir checksum;CONCKB;UsageRulesChecker;KWLEF.MAIN;USAGE_RULES_FOR_CALLS;CheckReturnValueIsTested;TaintedDeref.SINKKB;REPCXX.XPath;TaintedString.SOURCEKB;clef.processing_file;KBDB_SOCK_UPD_KB_RECV;restore mir;REPCXX.call_graph;FREE;Concurrency;DBZ;HashNoSalt;BindFunctionCheck;LINKER.ParsingOptions;mir_function_finalize;CheckInconsistentLabels;LINKER.ReadingObjects;CWARN.NOEFFECT.TREE;recv_cached_data;RNPD;ast_to_mir converter;RegistryManipulationPATH;DEADCODE;TaintedAlloc.SINKKB;KBDB_SOCK_UPD_HASH;CheckIterator;UMR;WRITEKB;ABVKB;SECURITY;MLK;orderFunctionNodes;REPCXX.lef_init;TaintedDerefKB;RDT;INF_LOOP;KBDB_SOCK_GET_KB;REPCXX.checkers;NPDKB;KBDB_SOCK_UPD_DEFECTS;KBDB_CACHE_WRITE;NPD.SRC;KBDB_SOCK_GET;CACHE_SOCK_GET;mir save;GENERAL_KB;TaintedAllocKB;TaintedString.PROPKB;LINKER.Linking;REPCXX.lef_finalize;TaintedAlloc.SOURCEKB;READKB;RETURN;AnalyzeModifiedGlobals;TaintedIntWarningsKB;TaintedAlloc;FREEKB;mir_function_init;CheckLocAddrRet;REPCXX.MIR_related;ALLOCKB.XMRF;ASSIGCOND;NUM_OVERFLOW;MallocSizeofPointer;KBDB_CACHE_READ;PreConditionChecker;ALLOCKB.ALLOC;TaintedDeref;HardcodedCredentials;KBDB_SOCK_UPD_KB_SYNC;RCA;REPCXX.sema_and_rdt;preprocessing;KWLEF.analysis loop;KWLEF.M1SOCK_OUTER;UNUSEDVAR;ALLOCKB;KWLEF.M2SOCK_INNER;FormatString;CLASSLEVEL;rhReleaseKB;KBDB_SOCK_UPD_KB_DBREAD;KWLEF.finalizing cache;KBDB_SOCK_UPD_KB_DBWRITE;clef.kbDumpSocket;REPCXX.metrics;TaintedString.SINKKB;clef.kbDInit;TaintedIntWarnings.SINKKB;parsing;SEMICOL;SpecExecChecker;KBDB_SOCK_GET_ENT;LINKER.InitializationInv;
common.cpp_7.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.280;0.070;0.197;0.043;0.043;0.003;0.042;0.001;0.009;0.000;0.010;0.001;0.000;0.000;0.006;0.000;0.000;0.001;0.000;0.035;0.114;0.017;0.000;0.002;0.025;0.002;0.000;0.010;0.014;0.142;0.017;0.014;0.006;0.001;0.000;0.012;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.002;0.000;0.000;0.000;0.001;0.000;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.002;0.001;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.002;0.000;0.001;0.003;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000
crypto.c_8.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.494;0.199;0.259;0.142;0.142;0.006;0.080;0.002;0.014;0.000;0.015;0.002;0.000;0.000;0.013;0.000;0.000;0.002;0.000;0.080;0.109;0.046;0.000;0.003;0.025;0.002;0.000;0.023;0.042;0.117;0.016;0.021;0.011;0.001;0.000;0.031;0.026;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
enclave_verify.c_18.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.448;0.226;0.180;0.126;0.126;0.006;0.094;0.001;0.019;0.000;0.024;0.001;0.000;0.000;0.025;0.000;0.000;0.002;0.000;0.048;0.031;0.012;0.000;0.000;0.003;0.001;0.000;0.022;0.060;0.135;0.001;0.018;0.005;0.000;0.000;0.017;0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.032;0.000;0.000;0.000;0.004;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fileio.c_10.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.039;0.022;0.004;0.003;0.003;0.003;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.005;0.000;0.000;0.000;0.002;0.000;0.000;0.001;0.001;0.065;0.002;0.008;0.003;0.000;0.000;0.005;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.001;0.000;0.001;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000
hexutil.c_9.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.017;0.004;0.003;0.003;0.003;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.005;0.000;0.000;0.000;0.002;0.001;0.000;0.001;0.002;0.039;0.001;0.005;0.000;0.000;0.000;0.004;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
iasrequest.cpp_17.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.085;0.436;1.613;0.358;0.358;0.006;0.257;0.010;0.054;0.000;0.059;0.007;0.000;0.000;0.041;0.001;0.000;0.011;0.001;0.264;1.051;0.222;0.001;0.045;0.295;0.022;0.001;0.070;0.116;6.906;0.252;0.169;0.040;0.037;0.007;0.262;0.063;0.000;0.000;0.003;0.002;0.002;0.002;0.002;0.813;0.399;0.065;0.032;0.014;0.485;0.133;0.081;0.092;0.004;0.221;0.025;0.204;0.024;0.049;0.345;0.037;0.010;0.059;0.005;0.081;0.004;0.122;0.004;0.001;0.003;0.021;0.000;0.000;0.005;0.103;0.915;0.018;0.046;0.711;0.163;0.057;0.002;0.003;0.028;0.004;0.005;0.052;0.080;0.122;0.035;0.000;0.000;0.000;0.000
logfile.c_13.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.036;0.019;0.004;0.003;0.003;0.003;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.003;0.000;0.000;0.000;0.001;0.000;0.000;0.001;0.002;0.033;0.000;0.003;0.000;0.000;0.000;0.003;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
msgio.cpp_12.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.626;0.184;0.390;0.112;0.112;0.007;0.086;0.002;0.016;0.000;0.017;0.002;0.000;0.000;0.014;0.000;0.000;0.003;0.000;0.076;0.282;0.047;0.000;0.007;0.076;0.005;0.000;0.022;0.057;0.547;0.026;0.052;0.030;0.004;0.000;0.029;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.045;0.059;0.002;0.000;0.001;0.006;0.004;0.012;0.008;0.000;0.006;0.000;0.000;0.002;0.001;0.017;0.003;0.001;0.004;0.000;0.003;0.000;0.011;0.000;0.000;0.016;0.004;0.000;0.000;0.001;0.007;0.034;0.002;0.019;0.031;0.005;0.001;0.000;0.000;0.002;0.000;0.000;0.003;0.003;0.011;0.002;0.000;0.000;0.000;0.000
quote_size.c_5.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.052;0.020;0.002;0.003;0.003;0.019;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.004;0.000;0.000;0.000;0.002;0.001;0.000;0.001;0.002;0.064;0.000;0.026;0.020;0.000;0.000;0.007;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sgx_detect_linux.c_3.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.178;0.090;0.002;0.003;0.003;0.014;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.001;0.004;0.000;0.000;0.000;0.002;0.001;0.000;0.001;0.002;0.045;0.000;0.008;0.002;0.000;0.000;0.007;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sgx_stub.c_4.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.126;0.059;0.020;0.010;0.010;0.006;0.010;0.000;0.001;0.000;0.001;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.016;0.038;0.007;0.000;0.003;0.023;0.003;0.000;0.003;0.004;0.105;0.008;0.020;0.006;0.001;0.000;0.009;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sp.cpp_15.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.496;0.562;1.897;0.422;0.422;0.006;0.302;0.012;0.065;0.000;0.072;0.009;0.001;0.000;0.046;0.001;0.000;0.013;0.002;0.313;1.364;0.317;0.001;0.067;0.408;0.029;0.001;0.080;0.134;18.036;0.188;0.162;0.028;0.031;0.008;0.154;0.034;0.000;0.000;0.005;0.003;0.003;0.003;0.003;0.501;1.427;0.042;0.015;0.115;0.147;0.142;0.253;0.200;0.012;0.260;0.015;0.142;8.347;0.037;0.778;0.372;0.022;0.291;0.021;0.067;0.017;0.173;0.017;0.002;0.014;0.028;0.000;0.000;0.087;0.080;0.497;0.017;0.300;2.287;0.077;0.183;0.001;0.333;0.028;0.009;0.248;0.042;0.067;0.173;0.048;0.000;0.000;0.000;0.000
total;40.833;0.080;39.871;0.260;0.154;0.072;0.032;0.272;0.203;0.052;0.097;0.018;0.024;0.001;0.013;0.541;39.594;0.016;0.052;0.147;0.030;12.898;3.689;8.506;2.207;2.207;0.338;1.779;0.052;0.322;0.000;0.356;0.039;0.002;0.000;0.262;0.004;0.000;0.058;0.006;1.570;5.435;1.190;0.002;0.232;1.553;0.126;0.006;0.431;0.749;56.742;0.945;0.947;0.318;0.131;0.028;0.994;0.331;0.000;0.000;0.013;0.007;0.009;0.008;0.009;1.805;2.945;0.171;0.071;0.169;2.986;0.411;0.510;0.430;0.031;0.778;0.069;0.385;9.170;0.236;8.407;0.473;0.053;0.610;0.038;0.443;0.311;0.652;0.030;0.005;0.089;0.119;0.001;0.000;0.154;0.330;12.749;0.064;0.508;4.367;0.493;0.282;0.008;0.339;0.102;0.023;0.411;0.192;0.442;0.652;0.133;0.010;0.059;0.532;0.010
